edan_id	title	barcode	specimen_guid	media_count	media_guid	ids_id	USNM Number	Other Numbers	stain_status
edanmdm-nmnhbotany_2093180	Casearia disticha A. Gray in Wilkes	00114856	http://n2t.net/ark:/65665/354690596-bae7-4c15-bb19-5736dbd5ce9a	1.0	http://n2t.net/ark:/65665/m3696f3215-ba57-49be-bd6f-bfc8ff719fd2	NMNH-00114856	65208	fiche number : 0566/C04	stained
edanmdm-nmnhbotany_2312552	Galaxaura sp.	00546952	http://n2t.net/ark:/65665/36b034e44-835c-41b7-9c2e-1ce3f744a7e1	1.0	http://n2t.net/ark:/65665/m35c4dc8ac-511c-4d02-8c89-6cdd335ec87c	NMNH-00546952	74614		stained
edanmdm-nmnhbotany_2129944	Phacelia gymnoclada Torr. in C. King	00588678	http://n2t.net/ark:/65665/34bb2596a-db17-4869-9e71-145757056484	1.0	http://n2t.net/ark:/65665/m301988f5a-369f-432e-bff0-53e28f675e29	NMNH-00588678-000001	62918		stained
edanmdm-nmnhbotany_2135343	Simsia exaristata A. Gray	00611189	http://n2t.net/ark:/65665/3eebcaf00-3da6-4247-b85b-999bd40862eb	1.0	http://n2t.net/ark:/65665/m3138091d0-18d6-4ded-8e90-e5580b84608d	NMNH-00611189-000001	46099		stained
edanmdm-nmnhbotany_2161510	Hippocratea caribaea Urb.	00094832	http://n2t.net/ark:/65665/3c6a055d6-2d7e-4c1f-93e0-502a867b291a	1.0	http://n2t.net/ark:/65665/m30a99dd22-74e8-4dc1-8396-50df18c7ec44	NMNH-00094832-000001	1380697	fiche number : 0509/B08	unstained
edanmdm-nmnhbotany_10082124	Nymphaea fraterna G.S. Mill. & Standl.	00604069	http://n2t.net/ark:/65665/3d5faedf1-c133-4b20-8700-796117782f1c	1.0	http://n2t.net/ark:/65665/m3d895b531-ad01-404d-8626-c8c0a110dd6e	NMNH-00604069-000001	441395		unstained
edanmdm-nmnhbotany_2207511	Circaea canadensis (L.) Hill	00384752	http://n2t.net/ark:/65665/3a5f76cb0-a137-4633-b473-a8e3b609ee13	1.0	http://n2t.net/ark:/65665/m3edecc623-722d-4362-8e80-62b48656735e	NMNH-00384752	3199692		unstained
edanmdm-nmnhbotany_2080125	Cheilanthes moncloviensis Baker	00141828	http://n2t.net/ark:/65665/3e9a3f28b-8d19-43e1-b416-55ad89edb286	1.0	http://n2t.net/ark:/65665/m3b20aa21e-fe1d-44b6-8a83-27d9d6fb1da6	NMNH-00141828	50125	fiche number : 0994/B06	unstained
edanmdm-nmnhbotany_10060341	Nephelium pinnatum Cambess.	00756169	http://n2t.net/ark:/65665/3c0ef4dc2-f7ef-4c03-96fb-af272797190a	1.0	http://n2t.net/ark:/65665/m3abb4ad56-2635-49b9-8816-fe8819658134	NMNH-00756169	17716		stained
edanmdm-nmnhbotany_2137896	Carex quadrifida L.H. Bailey	00589355	http://n2t.net/ark:/65665/32bd665bc-cf41-4e92-bc95-82c62bc09445	1.0	http://n2t.net/ark:/65665/m37f63db8e-984c-4b1e-b0ce-1d23c4956fb5	NMNH-00589355-000001	2012647		unstained
edanmdm-nmnhbotany_2106533	Bromus coloratus Steud.	00344879	http://n2t.net/ark:/65665/3562a3925-0d88-42e2-b817-fd525ade1d0e	1.0	http://n2t.net/ark:/65665/m380144d2f-2f6a-4e35-b54b-08152fe093e6	NMNH-00344879	87197		unstained
edanmdm-nmnhbotany_2153070	Andropogon leucostachyus Kunth	00156678	http://n2t.net/ark:/65665/3b0b99a73-fcbc-404b-a7fb-370b35c32d98	1.0	http://n2t.net/ark:/65665/m3a2476c45-713f-4512-81e3-48ccfd8d187e	NMNH-00156678	75597		unstained
edanmdm-nmnhbotany_2163992	Agropyron sericeum Hitchc.	00131694	http://n2t.net/ark:/65665/34bdf4197-3d0c-4795-af72-75bfdf0ffa50	1.0	http://n2t.net/ark:/65665/m3c0c9d5a1-066a-427e-8172-80055a5ee762	NMNH-00131694	725185	fiche number : 0001/E11	unstained
edanmdm-nmnhbotany_2094097	Calamagrostis nemoralis Kearney, nom. illeg.	00133183	http://n2t.net/ark:/65665/378033b85-dbaf-4c04-8a20-709bd8a7bbc3	1.0	http://n2t.net/ark:/65665/m341ce1c62-379a-48e0-a708-b487be611e89	NMNH-00133183	556697	fiche number : 0015/E06	unstained
edanmdm-nmnhbotany_2788907	Deyeuxia vancouverensis Vasey	00133528	http://n2t.net/ark:/65665/35203ebcd-bd86-4838-a112-0138ed645e2e	1.0	http://n2t.net/ark:/65665/m30a1c56c4-63e8-4ba4-8c62-7cd557edcd0c	NMNH-00133528	556751	fiche number : 0021/B06	unstained
edanmdm-nmnhbotany_2160773	Diplachne pallida Hack. ex Schinz	00478605	http://n2t.net/ark:/65665/36628e0b5-41fd-47cf-9748-bb15c93108d2	1.0	http://n2t.net/ark:/65665/m3015b9d4a-e9eb-4503-afbb-3ba896efc4ec	NMNH-00478605	865886		unstained
edanmdm-nmnhbotany_2126474	Syagrus ecuadorensis Becc.	00087703	http://n2t.net/ark:/65665/351c0e61b-b634-47b1-85f5-325db9103a39	1.0	http://n2t.net/ark:/65665/m318761c60-3ef8-4e08-b98c-48848c635b57	NMNH-00087703-000001	936899	fiche number : 0091/E12	unstained
edanmdm-nmnhbotany_2123696	Aglaia macrostigma King	00478863	http://n2t.net/ark:/65665/3722133d8-35ed-4e7a-9ca1-42980c487970	1.0	http://n2t.net/ark:/65665/m30902a6ca-6ce7-4dde-96f6-2cf5987748f3	NMNH-00478863-000001	263301		stained
edanmdm-nmnhbotany_2104281	Acaciella fisheri Britton & Rose	00000659	http://n2t.net/ark:/65665/3944526dc-a153-4a2d-8a59-a45fc28033a4	1.0	http://n2t.net/ark:/65665/m377a8e340-b496-42ac-aef4-d91b868ee8ff	NMNH-00000659-000001	1268683	fiche number : 0366/B01	unstained
edanmdm-nmnhbotany_2148024	Lupinus suksdorfii B.L. Rob. ex Piper	00003411	http://n2t.net/ark:/65665/36cbd6065-de82-484a-bfeb-35b47446032d	1.0	http://n2t.net/ark:/65665/m3f44f4e5d-589b-4719-937c-1b48f76cfc49	NMNH-00003411-000001	21022	fiche number : 0397/A05	stained
edanmdm-nmnhbotany_2095164	Rhynchosia quercetorum Standl.	00004826	http://n2t.net/ark:/65665/365c15a9d-887d-4adb-b4a8-6ed9ffc2a558	1.0	http://n2t.net/ark:/65665/m30cd8d72a-b66f-431e-9899-721626339d1c	NMNH-00004826	1253245	fiche number : 0431/E12	unstained
edanmdm-nmnhbotany_2127721	Oryctes nevadensis S. Watson in C. King	00027293	http://n2t.net/ark:/65665/352cabd2d-f8e4-4ec7-bffd-978d3b5eea1c	1.0	http://n2t.net/ark:/65665/m3540aa885-fec9-4a5b-9209-702ef22a69aa	NMNH-00027293-000001	42140	fiche number : 1077/A08	stained
edanmdm-nmnhbotany_2098047	Cuscuta erosa Yunck.	00344694	http://n2t.net/ark:/65665/315e10605-e585-44c9-9f3d-3725ef3194a2	1.0	http://n2t.net/ark:/65665/m3e6eeb62f-5e6c-4726-95b6-d81ad044c6a9	NMNH-00344694	49836	fiche number : 0710/A11	stained
edanmdm-nmnhbotany_2097631	Primula euosma Craib	00116473	http://n2t.net/ark:/65665/3395e5665-f9d1-4a0b-a9e3-cf869e17712f	1.0	http://n2t.net/ark:/65665/m3cde54c42-729f-47dd-a177-b7401d6fe007	NMNH-00116473	2529482	fiche number : 0673/E07	unstained
edanmdm-nmnhbotany_2142720	Primula suffrutescens A. Gray	00116518	http://n2t.net/ark:/65665/392b1cd16-fe51-4235-a3f0-1e02d7ae6af2	1.0	http://n2t.net/ark:/65665/m3e2bc610f-b344-47f9-b6dc-c54680cc3419	NMNH-00116518-000001	321962	fiche number : 0674/D02	stained
edanmdm-nmnhbotany_2148772	Salvia perlonga Fernald	00121587	http://n2t.net/ark:/65665/3e2cc0142-1ec6-4bc5-92a1-64b8c66ee15b	1.0	http://n2t.net/ark:/65665/m3d2f5ef1b-4665-4ccf-960f-a60c26dade52	NMNH-00121587-000001	569035	fiche number : 0752/D02	stained
edanmdm-nmnhbotany_2114648	Mimulus clementinus Greene	00122428	http://n2t.net/ark:/65665/3e09846ee-fe1e-4965-a97d-c10eabe43b85	1.0	http://n2t.net/ark:/65665/m3274ebeb3-d14b-4966-8456-b3ea5561c413	NMNH-00122428	469640	fiche number : 0781/C11	unstained
edanmdm-nmnhbotany_2087690	Munnozia corymbosa Ruiz & Pav.	00122788	http://n2t.net/ark:/65665/3be677eeb-448c-4983-b458-3c9d4aa2b504	1.0	http://n2t.net/ark:/65665/m3df2bf064-eaa7-44d3-a731-681b9da2ddcf	NMNH-00122788	1802939		unstained
edanmdm-nmnhbotany_2085725	Orogenia linearifolia S. Watson in C. King	00127077	http://n2t.net/ark:/65665/3f05dfd80-d631-4cee-ac66-81f3068ff089	1.0	http://n2t.net/ark:/65665/m3f76f97f2-21ac-44d6-b0da-1012e01f968b	NMNH-00127077	48574	fiche number : 0647/D01	stained
edanmdm-nmnhbotany_2164358	Pluchea odorata var. ferruginea Rusby	00129409	http://n2t.net/ark:/65665/3161924b3-05d3-4960-b6bb-4af394ea718f	1.0	http://n2t.net/ark:/65665/m3250bd8c9-d3b3-4cdd-bae4-15f65ee97ef9	NMNH-00129409-000001	1417370	fiche number : 0919/B07	unstained
edanmdm-nmnhbotany_2116929	Gnaphalium vulcanicum I.M. Johnst.	00129566	http://n2t.net/ark:/65665/35e7b1158-b13b-41d9-ba11-c76c1e4d8de8	1.0	http://n2t.net/ark:/65665/m3ecc5d336-51d9-486f-8063-9785282adfd1	NMNH-00129566-000001	840651	fiche number : 0922/B08	unstained
edanmdm-nmnhbotany_2143943	Nauclea formicaria Elmer	00130644	http://n2t.net/ark:/65665/34aaaf98c-071f-47dc-85ba-7e418de947d2	1.0	http://n2t.net/ark:/65665/m32b13f12a-7b3c-4114-81d4-572cbf6cd2ad	NMNH-00130644	872971	fiche number : 0833/A02	unstained
edanmdm-nmnhbotany_12135176	Diascia collina K.E. Steiner	01269082	http://n2t.net/ark:/65665/3d8d4ea4d-1382-42a5-99e2-e5b7d4c6dc41	1.0	http://n2t.net/ark:/65665/m3ccf63209-f507-4f47-b2b6-58f6e79e2cc1	NMNH-01269082-000001	3682619		unstained
edanmdm-nmnhbotany_10204232	Rubus lasiococcus A. Gray	01107705	http://n2t.net/ark:/65665/347da4816-8d74-4cbe-b40e-658c2a9c9fa5	1.0	http://n2t.net/ark:/65665/m3fd43de31-18b2-4488-8263-1a0690ecbd56	NMNH-01107705-000002	772494		stained
edanmdm-nmnhbotany_10085867	Oreopanax jaliscanus S. Watson	01049701	http://n2t.net/ark:/65665/3691053c3-c4dd-4359-8f50-351cdc0364b9	1.0	http://n2t.net/ark:/65665/m3b5527837-e710-496a-9cac-aff1288791ce	NMNH-01049701	45791		stained
edanmdm-nmnhbotany_2079432	Abronia cycloptera A. Gray	00103001	http://n2t.net/ark:/65665/3ba1c230a-8cd2-4204-88a4-cc21a5d1b17d	1.0	http://n2t.net/ark:/65665/m33ddc68c2-767f-48b9-8096-f54831e26eef	NMNH-00103001	23029	fiche number : 0257/E06	stained
edanmdm-nmnhbotany_2138398	Eriogonum kingii var. laxifolium Torr. & A. Gray	00106115	http://n2t.net/ark:/65665/3479e773d-0dc0-4c22-9e89-af106825177b	1.0	http://n2t.net/ark:/65665/m32071a01a-7488-4bc7-a1f4-4a166b98f684	NMNH-00106115-000001	49397	fiche number : 0241/A11	stained
edanmdm-nmnhbotany_2136101	Piper mirabile Trel.	00106667	http://n2t.net/ark:/65665/3e15a9ba6-d079-4456-a3d5-267bed8261b9	1.0	http://n2t.net/ark:/65665/m3e3da2043-7063-48e1-b83b-a9f73d5c2891	NMNH-00106667-000001	1181894	fiche number : 0174/A02	unstained
edanmdm-nmnhbotany_2125032	Trianaeopiper enckeaespicum Trel. & Yunck.	00107725	http://n2t.net/ark:/65665/3c4813c61-ffcf-458c-b34a-3a74a2afb1d0	1.0	http://n2t.net/ark:/65665/m3e13ee08c-b606-4bd2-bd91-f75deab969a6	NMNH-00107725-000001	1774273	fiche number : 1067/C02	unstained
edanmdm-nmnhbotany_2150358	Sauvagesia amoena Ule	00110212	http://n2t.net/ark:/65665/3a91f28da-0a5c-4e18-ac04-d20ee18d50ee	1.0	http://n2t.net/ark:/65665/m3b7e10012-7d1b-427f-93ac-c64899088fa9	NMNH-00110212-000001	2279185	fiche number : 0548/E07	unstained
edanmdm-nmnhbotany_2084679	Micropholis urbani Pierre	00113341	http://n2t.net/ark:/65665/3fb9fee37-8052-4f64-a1df-4f066fc0b8ac	1.0	http://n2t.net/ark:/65665/m3024e0770-1af1-4f1d-aaae-a7cb0e23362c	NMNH-00113341	403800	fiche number : 0679/A05	unstained
edanmdm-nmnhbotany_2112032	Ardisia faberi Hemsl.	00113761	http://n2t.net/ark:/65665/3c6688e0e-74de-4f2f-80d4-7e62573ec2ee	1.0	http://n2t.net/ark:/65665/m36804fcc3-ff96-45dd-bd29-2c3bd3fb52f4	NMNH-00113761-000001	800498	fiche number : 0668/A04	stained
edanmdm-nmnhbotany_2129219	Isodendrion longifolium A. Gray in Wilkes	00114461	http://n2t.net/ark:/65665/314977946-b8a6-4364-a1bb-e1bf90688254	1.0	http://n2t.net/ark:/65665/m3f4db4a69-d4b7-4070-9b58-4e480968d43c	NMNH-00114461-000001	7692	fiche number : 0560/B06	stained
edanmdm-nmnhbotany_2092131	Quercus pauciloba Rydb.	00089595	http://n2t.net/ark:/65665/3bf0c05ae-76e4-47fa-beca-03b7cc2d749e	1.0	http://n2t.net/ark:/65665/m37bec4a44-ca48-4cca-adce-22287f18ac14	NMNH-00089595	243708	fiche number : 0205/C05	stained
edanmdm-nmnhbotany_2113160	Acalypha filifera S. Watson	00096333	http://n2t.net/ark:/65665/35a456e06-499b-4c20-a838-88a5b6ae9bdb	1.0	http://n2t.net/ark:/65665/m3d58e4a42-f460-47b5-9703-e0d5c875b700	NMNH-00096333-000001	931930	fiche number : 0486/E07	stained
edanmdm-nmnhbotany_2096159	Dudleya xanti Rose	00096714	http://n2t.net/ark:/65665/3cd326c5e-1f9e-491d-b179-7459152f231e	1.0	http://n2t.net/ark:/65665/m3ba00ab83-56d7-4388-ba11-24bc8cad33e4	NMNH-00096714	48362	fiche number : 0322/A11	stained
edanmdm-nmnhbotany_10062733	Castilleja lutescens (Greenm.) Rydb.	00960637	http://n2t.net/ark:/65665/363121ad5-0180-49bb-8aae-0abda5f61436	1.0	http://n2t.net/ark:/65665/m3b17981e6-600e-4266-93cf-3f7586ec31db	NMNH-00960637	96439		stained
edanmdm-nmnhbotany_2191998	Selaginella rupestris (L.) Spring	00248061	http://n2t.net/ark:/65665/384cd10d3-5e01-47eb-950a-b239360827f7	1.0	http://n2t.net/ark:/65665/m39868809e-8c69-47b1-b983-71f1480f533d	NMNH-00248061	1275681		unstained
edanmdm-nmnhbotany_2206660	Oenothera laciniata Hill	00048009	http://n2t.net/ark:/65665/3327996ba-1998-4065-b2bd-e73289b739b5	1.0	http://n2t.net/ark:/65665/m3555b1e50-025d-4e79-9a1b-d449e468e3f4	NMNH-00048009	2098094		unstained
edanmdm-nmnhbotany_2148798	Vernonia barkeri Ekman ex Urb.	00147198	http://n2t.net/ark:/65665/3256a02d6-797e-4b7a-a9d2-1ffb6b407ef5	1.0	http://n2t.net/ark:/65665/m357c4afa7-d703-4af6-a987-fb598181f094	NMNH-00147198-000001	1410309	fiche number : 0877/A10	unstained
edanmdm-nmnhbotany_2133957	Anthurium fusiforme Croat	00087853	http://n2t.net/ark:/65665/334d0529a-be3e-4a99-9dbc-cb5d01a4a373	1.0	http://n2t.net/ark:/65665/m346fe70bc-4ebf-4d6d-b6d2-c8ee4d93b645	NMNH-00087853-000001	2980143		unstained
edanmdm-nmnhbotany_2147680	Tillandsia antillana L.B. Sm.	00008254	http://n2t.net/ark:/65665/33bff10e3-31eb-4914-8c63-81fda712cb80	1.0	http://n2t.net/ark:/65665/m3bd517070-7314-4b3d-8db8-fed5e7d4dc0c	NMNH-00008254-000001	1559010	fiche number : 0113/E08	unstained
edanmdm-nmnhbotany_2107466	Gymnosiphon breviflorus Gleason	00093244	http://n2t.net/ark:/65665/3a730e7eb-d888-49bf-8242-dbb98375ceb1	1.0	http://n2t.net/ark:/65665/m3b9cbaae4-f154-4e9e-a68c-8baa1a891f56	NMNH-00093244-000001	1056424	fiche number : 0147/A04	unstained
edanmdm-nmnhbotany_2132221	Arthrostylidium reflexum Hitchc. & Ekman	00030241	http://n2t.net/ark:/65665/3f08b4bdc-8cda-461f-bb2b-391d6d28b627	1.0	http://n2t.net/ark:/65665/m3fa5f2de9-2231-4fef-aa64-50e29239fde6	NMNH-00030241	1538630		unstained
edanmdm-nmnhbotany_2141069	Anadelphia tenuifolia Stapf in Prain	00156554	http://n2t.net/ark:/65665/3ddef2340-4c1f-403d-a3ee-f77d5c64e535	1.0	http://n2t.net/ark:/65665/m329d0d788-1fe2-492c-8134-b911ab94119b	NMNH-00156554	1038046		unstained
edanmdm-nmnhbotany_2153001	Smilax velutina Killip & C.V. Morton	00092050	http://n2t.net/ark:/65665/39aea1868-132d-4072-9fe7-77b8f776bc51	1.0	http://n2t.net/ark:/65665/m3417fc12f-f6ad-4a10-a08c-ac0b331976af	NMNH-00092050	567216	fiche number : 0131/E03	unstained
edanmdm-nmnhbotany_2102363	Coccothrinax litoralis León	00087406	http://n2t.net/ark:/65665/3cc4fc062-6e18-498d-903c-7b52e57d70e8	1.0	http://n2t.net/ark:/65665/m3b65554d8-e231-4e5d-87d0-68a234cbb134	NMNH-00087406	1780738	Multi-sheeted specimen : Sheet 02 of 03	unstained
edanmdm-nmnhbotany_2716354	Asplenium macraei Hook. & Grev.	00458062	http://n2t.net/ark:/65665/371407805-1d37-42fe-a001-c8fea1d3212f	1.0	http://n2t.net/ark:/65665/m32709fd29-3335-4631-b0c7-f3dcca25fc8d	NMNH-00458062	50441		stained
edanmdm-nmnhbotany_2162189	Coussapoa puberula Klotzsch	00090328	http://n2t.net/ark:/65665/3bf506946-85f7-4276-99bc-2a350f6b5f3b	1.0	http://n2t.net/ark:/65665/m378b66721-3319-4c04-9cd6-db5fe4c248f1	NMNH-00090328-000001	249754	fiche number : 0217/D02	stained
edanmdm-nmnhbotany_2124905	Astragalus sanguineus Rydb.	00001545	http://n2t.net/ark:/65665/38af10d89-bb5c-4f47-95b7-dfdd5e90f374	1.0	http://n2t.net/ark:/65665/m3a1a87ee3-f5c0-4313-bfab-d7156ddefa06	NMNH-00001545-000001	43559	fiche number : 0413/B12	stained
edanmdm-nmnhbotany_2077673	Cladrastis wilsonii Takeda in Sarg.	00003006	http://n2t.net/ark:/65665/3926c69ac-5e3e-4e46-bdf6-7d23fa2aee82	1.0	http://n2t.net/ark:/65665/m3f4c74f2c-1eca-41ff-b716-63540f9d692d	NMNH-00003006	539569	fiche number : 0390/A03	unstained
edanmdm-nmnhbotany_2143308	Solanum incompletum var. mauiense Hillebr.	00027617	http://n2t.net/ark:/65665/3e5e7f6c2-725f-4fd6-b9fa-a8144df9a927	1.0	http://n2t.net/ark:/65665/m3c311a1d0-4f9e-4901-835b-f910028e52fa	NMNH-00027617-000001	809481	fiche number : 0765/A08	stained
edanmdm-nmnhbotany_2144988	Gardenia brighamii H. Mann	00036663	http://n2t.net/ark:/65665/3444b0077-6bc4-4249-969c-2ba30efb3c91	1.0	http://n2t.net/ark:/65665/m3a48400a0-39cd-43c6-a90a-a106fd1d346b	NMNH-00036663-000001	62246	fiche number : 0837/E11	stained
edanmdm-nmnhbotany_2095275	Commelina aurantiiflora Faden & Raynsford	00433290	http://n2t.net/ark:/65665/3320a5dfe-39ab-4c6a-8c4f-773176919d5d	1.0	http://n2t.net/ark:/65665/m3bb548cf0-c3ac-45a6-bed2-b04d607f829e	NMNH-00433290	3304639		unstained
edanmdm-nmnhbotany_2079125	Couroupita st.-croixiana R. Knuth	00117438	http://n2t.net/ark:/65665/381e1d0ba-d6eb-44ce-ae0b-8f6b59ea59e1	1.0	http://n2t.net/ark:/65665/m3a68cf0df-9d2b-4fd5-82ca-279d0056c41d	NMNH-00117438	425389	fiche number : 0589/E02	unstained
edanmdm-nmnhbotany_2790884	Eugenia effusa A. Gray in Wilkes	00117964	http://n2t.net/ark:/65665/3e4e5194e-86d2-4293-88f5-3784daac023e	1.0	http://n2t.net/ark:/65665/m3ea8690aa-dadc-4b56-90fb-6a6ead5a7d06	NMNH-00117964-000001	47775	fiche number : 0599/A03	stained
edanmdm-nmnhbotany_2153380	Leandra pastazana Wurdack	00120679	http://n2t.net/ark:/65665/30407e900-538e-4ff6-8bba-cffaec462e7a	1.0	http://n2t.net/ark:/65665/m365253a2e-94d1-4443-9366-71e395a2f601	NMNH-00120679-000001	1775503	fiche number : 0617/B01	unstained
edanmdm-nmnhbotany_2167013	Monardella neglecta Greene	00121803	http://n2t.net/ark:/65665/3da043965-64a8-4e44-a0f1-632460e875cb	1.0	http://n2t.net/ark:/65665/m3d9adc38e-8931-4599-a8ef-1040aca3c7de	NMNH-00121803-000001	45760	fiche number : 0756/A12	stained
edanmdm-nmnhbotany_2090101	Berendtia levigata B.L. Rob. & Greenm.	00122414	http://n2t.net/ark:/65665/334a6b4cb-a162-4d67-8cff-3e13f01c3524	1.0	http://n2t.net/ark:/65665/m39689063f-e454-4490-878c-256fe82db63d	NMNH-00122414	253853	fiche number : 0781/B07	unstained
edanmdm-nmnhbotany_2135051	Baccharis wrightii A. Gray	00129378	http://n2t.net/ark:/65665/386b8f7af-c6dd-46af-9e28-f2fa710cd23e	1.0	http://n2t.net/ark:/65665/m36e4987f2-21a1-4a66-a6ad-12c8a8a4fb2a	NMNH-00129378-000001	47309	fiche number : 0918/E02	stained
edanmdm-nmnhbotany_10087816	Lathyrus parvifolius S. Watson	00512583	http://n2t.net/ark:/65665/393c46f6f-07bb-4471-aa72-38ca47e14f27	1.0	http://n2t.net/ark:/65665/m3338bfbb5-5481-44ed-a312-b7390be41241	NMNH-00512583	397466	Herb. Vigener : 608	unstained
edanmdm-nmnhbotany_2083079	Meliosma bogotana Steyerm.	00512746	http://n2t.net/ark:/65665/35c890195-ee80-41b2-95a6-b571437f4b20	1.0	http://n2t.net/ark:/65665/m33dbc9907-6e0f-4ec1-9aef-381b74c12c38	NMNH-00512746	1900398	fiche number : 0518/E08	unstained
edanmdm-nmnhbotany_2125406	Teucrium odontites Boiss. & Balansa in Boiss.	00517384	http://n2t.net/ark:/65665/3c3391f63-dc5f-4254-b591-029513c01915	1.0	http://n2t.net/ark:/65665/m3ea42801c-6556-4c1e-bdf3-75d1b8dfd6ed	NMNH-00517384-000001	2497898		unstained
edanmdm-nmnhbotany_10081053	Mimosa calcicola B.L. Rob.	00930650	http://n2t.net/ark:/65665/3d0ccf8e9-4cd6-4578-8501-7d30d78f7267	1.0	http://n2t.net/ark:/65665/m32fcaddca-d3d4-4f61-9921-4a0c581971a6	NMNH-00930650-000001	1337714		unstained
edanmdm-nmnhbotany_10142908	Pseudolmedia oxyphyllaria Donn. Sm.	01094848	http://n2t.net/ark:/65665/31a95b3ef-899f-4422-9d4d-1c496c80147a	1.0	http://n2t.net/ark:/65665/m302b19ba9-f049-4138-ba10-621103ae7c46	NMNH-01094848-000002	481107		unstained
edanmdm-nmnhbotany_10299204	Hypericum pulogense Merr.	01101286	http://n2t.net/ark:/65665/3b6b46cfd-0c50-4ab0-9e34-b3a0c8cef76f	1.0	http://n2t.net/ark:/65665/m3c918f336-3306-4657-a04b-bfeec7af67e2	NMNH-01101286	711619		unstained
edanmdm-nmnhbotany_10358757	Thlaspi rosulare Boiss. & Balansa	01117981	http://n2t.net/ark:/65665/3ba56895e-d45f-4811-99eb-4b1ca91b8c63	1.0	http://n2t.net/ark:/65665/m366f0ed6a-0752-43d0-9121-0e18f3caf9ab	NMNH-01117981	127790		stained
edanmdm-nmnhbotany_10085589	Acacia biaciculata S. Watson	01049536	http://n2t.net/ark:/65665/35c59e22a-7448-408f-b44d-60274270eff6	1.0	http://n2t.net/ark:/65665/m32813fac5-c362-4b1b-a763-95c16e06a604	NMNH-01049536	943294		unstained
edanmdm-nmnhbotany_2099668	Icianthus atratus Greene	00099806	http://n2t.net/ark:/65665/3220c3882-9ab4-49ea-bc32-09d1fe46e7db	1.0	http://n2t.net/ark:/65665/m38e94d0fa-c982-4e25-93a7-501f570f3c95	NMNH-00099806	4290	fiche number : 0304/D06	unstained
edanmdm-nmnhbotany_2101863	Draba pickeringii A. Gray in Wilkes	00100234	http://n2t.net/ark:/65665/3418bb850-3c96-4bb6-b1b2-24f866a6052d	1.0	http://n2t.net/ark:/65665/m3a7513b5d-890a-487c-8489-4c20f74f02a4	NMNH-00100234	5232	fiche number : 0311/D07	stained
edanmdm-nmnhbotany_2088128	Canarium ramosii Merr.	00101833	http://n2t.net/ark:/65665/3c9f40caa-94e9-4840-a0f0-db247d7eb38b	1.0	http://n2t.net/ark:/65665/m31a677699-898b-4bad-8bc6-b0f05e663d46	NMNH-00101833	1397233	fiche number : 0451/A04	unstained
edanmdm-nmnhbotany_2122386	Boerhavia purpurascens A. Gray	00102965	http://n2t.net/ark:/65665/31faa2f48-2032-46b4-be6f-3149d7113660	1.0	http://n2t.net/ark:/65665/m3b46cae1d-5708-4fe8-a4cc-e4eab406640e	NMNH-00102965-000001	22887	fiche number : 0257/B07	stained
edanmdm-nmnhbotany_2111005	Polygala nelsoni Rose	00108983	http://n2t.net/ark:/65665/394e8248c-1672-4536-a156-0b8fe65cd68c	1.0	http://n2t.net/ark:/65665/m3725ae5b4-8c95-483a-b8a1-3830d14de9ec	NMNH-00108983-000001	469216	fiche number : 0467/E12	stained
edanmdm-nmnhbotany_2166243	Heliotropium elegans Urb. & Ekman	00110850	http://n2t.net/ark:/65665/334ea528e-7e76-479a-a71a-f451f646b184	1.0	http://n2t.net/ark:/65665/m3fe7ebaae-721e-447e-9e76-0ba3296f97ae	NMNH-00110850-000001	1304696	fiche number : 0727/A09	unstained
edanmdm-nmnhbotany_2118893	Buddleja crotonoides A. Gray	00113031	http://n2t.net/ark:/65665/38817875c-2458-4c7f-99a9-d9f4c788e8dd	1.0	http://n2t.net/ark:/65665/m374d453c4-73ed-4d25-8c30-a28a5df2cbb0	NMNH-00113031	42672	fiche number : 0690/D11	stained
edanmdm-nmnhbotany_10078933	Miconia quadrangularis subf. nervulosa Cogn.	00594680	http://n2t.net/ark:/65665/39bb747f1-c35e-49d2-9ad4-e17d3e28f89e	1.0	http://n2t.net/ark:/65665/m376a84e30-306d-4f75-b133-1ff8ad5b9714	NMNH-00594680-000001	1361251		unstained
edanmdm-nmnhbotany_2151908	Castilla nicoyensis O.F. Cook	00089865	http://n2t.net/ark:/65665/34989fc16-5b33-4896-88e9-c1050e9d1264	1.0	http://n2t.net/ark:/65665/m362c159bb-0fe8-4de7-b118-3947ae5309cd	NMNH-00089865-000001	474561	fiche number : 0210/B06	stained
edanmdm-nmnhbotany_2134839	Hornstedtia peninsula Elmer	00092887	http://n2t.net/ark:/65665/3d0662d57-65e4-4e04-b474-5c1f924ec8d7	1.0	http://n2t.net/ark:/65665/m36af567d3-0b0b-4d8a-91a8-fc647b079fda	NMNH-00092887-000001	1236773	fiche number : 0143/C07	unstained
edanmdm-nmnhbotany_2136977	Euphorbia mayana Millsp.	00095362	http://n2t.net/ark:/65665/3624f98a0-4d96-4acf-a785-aedd0007ec49	1.0	http://n2t.net/ark:/65665/m3c444f13c-edc9-4cb8-9241-77aea4f8a9bd	NMNH-00095362-000001	268590	fiche number : 0496/C05	unstained
